typical otterbox defender terms protective value slimmer previous versions good thing still protective though problem people away built plastic screen protector actually see plus prefer tempered glass protectors pay extra though dropped star maybe include one,1
great price fast delivery product well designed protect phone,1
always used otterbox cases happy protection phone need bring back integrated screen protector,1
im loyal otterbox defender purchaser love quality case downfall theres no screen protector yet still provides great deal protection,1
galaxy 8 wasnt much choice clipon case seems well protect phone,1
using otter box phones incredible dropping phones 4 numerous times never damage highly recommended,1
always otter box buyer glad date new phone developments great colors awesome case protector,1
cover great protecting s8 fits perfectly isnt_real bulky highly recommend product phone,1
cant go wrong otterbox love protection provides phone never phone damaged otterbox think looks pretty great,1
fits phone good good protection like blue color,1
great case great phone holster pointless exclude make cheaper since no one uses,1
overall great case new s8 not bulky pretty slim design offers good protection,1
otter box kept phone safe drops stylish looks good,1
good protection doesnt built screen protection,1
bit upset changed design doesnt built screen protector always gotten otterbox defender overall protection offered still good protection nice comes belt clip,1
use case protection outdoor construction work great outdoor accidentally drop love,1
case provides excellent protection s8 easy install easy take phone clean,1
feel safe case phone light weight good protection,1
case gives much protection still looking really nice phone would recommend work outside always drop phone,1
great protection phone great customerservice,1
otterbox provides great protection s8 negative covers blue phone,1
bought product business otter not_available store glad like extra protection smartphone fully encased,1
would highly recommend otter box case protection samsung s8 phone feels durable well made add weight phone feels like good thing feels like protection otter box user many years tablets phones alike ivent let yet,1
could improved adding protection glass front flip cover,1
great around protection no screen cover inhibit tapping buttons port covers line function well,1
great protection stylish wish screen protector,1
love otter box phone case bought samsung s8 phone great protection looks good,1
otter box best protection phone like purple color pink trim,1
used otterbox years product one best protective cell phone cases market,1
protector perfect size not bulky,1
recommend product wireless device owners superior protection guaranteed,1
solid protection cell phone exactly wanted prevent catastrophic damage clothespin type clip nice keep phone lodging deep pocket,1
protects s8 feels comfortable hand,1
otter box really offers around protection,1
love phone case good rough work clip,1
knew buying otterbox no longer case cover satisfied protection phone case,1
good protection phone no problems yet,1
case expensive adds quite bit bulk worried phone case,1
case offers great drop protection looks great easy put remove dropped phone sidewalk walk phone case fine happy purchase,1
good producteasy gripsturdy structure tell good protection phone,1
case provides protection cell phone needed,1
otter box cover fits great offer best protection phone,1
case sturdy provides good protection phone,1
unlike otterbox defenders one not screen protectorlikely curved screenthe screen vulnerable,1
certainly provides good protection havent seriously dropped phone yet feel comfortable throwing onto soft surfaces ie grass like bumpers sides phone screen never touches table however slightly bulky beautiful infinity screen effect gets lost little also zagg plastic screen protector peels bottom case,1
wanted plenty protection phone work conditions,1
case great size not bulky,1
case sleek protective also got case sale,1
used otterbox cases protect phones years even better port covers charging easy handle one phones took serious drop good great product recommend,1
phone fits good case protects drop well,1
problem edges pick screen protector even waiting 24 hours installing protective case,1
first s8 cracked became unresponsive dropped best 25 could spend,1
phone case works great doesnt come screen protector though get separately,1
good protection easy put nice color,1
would rated 5 stars screen protector far good,1
case great thing wish screen protection not bulky good protection,1
otterbox phone cover belt clip works well dependable,1
tha case offers protection phone exception screen curvededge screen glass screen protector not offered,1
great case actual protection much slimmer older generations otterbox defenders still add bulk wanted s8,1
great case galaxy s8 great protection new phone,1
needed something quick help protect phone job far,1
good protection expensive galaxy s8 phone gives good protection sale day bought,1
great pr oduct market protect cell phone otter box company stands behind product good service,1
good phone protection awesome gets done,1
far case preformed well however worried since next nothing near screen,1
bit difficult get protects phone nicely not include screen protection,1
nice case protects well issue clip sometimes not hold phone well phone pops,1
case proved great protector new samsung galaxy s8 phone not bulky,1
otterbox make best cases lifeproof not much bulk lots protection,1
nice blue color easy install great protector far,1
love otter box products excellent protective durable,1
case protective phone works great,1
case awesome one bought daughter doesnt crack screen drop many times not scratch,1
bought fiance loves holds dropping,1
saves device scrapes scratches keeps 2 year old control,1
best protection samsung plus not cover front screen hence missing star,1
phone case good protection phone like everything,1
otterbox always best opinion perfect fit phone good protection far,1
case exactly supposed protection finest,1
great protection phone wish screen protector,1
always purchase brand durable provide protection required phone,1
product not bulky otter boxes protection equally great im glad purchased,1
always rely otterbox protect cell phones,1
doesnt add much bulk holster hip ease,1
son case dropped phone many times consistently protected phone,1
daughter thrown dropped ran big wheel no scratches,1
great protection phone theyve made much thinner still makes phone bulky heavy,1
like case carry phone pocket clip belt driving clip phone ash tray easy access,1
highly recommend otterbox defender first choice phone case sturdy keeps phone looking new,1
keeps phone nice slim still protecting also comes nice belt clip extra protection,1
ok last 3 phones samsung 1 thing common otter box defender one 1 know different need sturdy case holster otter gives secure protection phone 1 didnt come screen protection buydidnt matter love product comes warrenty,1
works great east put highly recommend wish came screen protector,1
otterbox defender phone cases two phones read negative reviews not screen protector newer modelhowever purchased based positive reviews not_disappointed much slimmer depth previous models would drop face confident rubber around face phone would hit floor not screen rubber case would hold securely without falling careful placing purse compartment would not scratch well dont think ill invest additional glass screen protector,1
bought go new s8 purchased best buy owned otterbox cases case way less bulky otterbox defender case galaxy s5 since carry phone front pocket s8 long thin wanted case solid back protect bending bent got car etc phone pocket case easy grip hold even wet hands no screen protector built s8 latest gorilla glass 5 havent dropped yet sure well protected case back case set finger hit fingerprint sensor without lookingor touching camera lens,1
first would like say love slim case phone past defender cases overly bulky felt like holding brick hand overall feel comfortable edges phone back protected however poor decision not encase entire phone cover screen due hardly call case defender know s8 water resistant think would comfortable add totally encased protection going places like beach pool phone case little month screen phone actually stood well however constantly take phone case clean since front rear not totally closed dirt debris gets needs wiped causes scratches overall pretty disappointing switching ghostek nautical case s8 hops full protection,1
always purchased defender series cases phones always rock solid particular iteration isnt quite par compared level protection offered past stems design phone curveedged screen part comes attempt not quite bulky guess enough people complained putting supersleek thin phone case three times size allinall otterbox decent not perfect job compromise solution still offers best protection available s8 youve already read million times no screen cover included curve screens edges make usual otterbox screen cover less useless isnt big issue fact still paying price less protection curve screen also led otterbox lower rim around edge phone good doesnt obscure screen also bad leaves screen much exposed possible impacts last thing bears mentioning may already read numerous times well holsterbeltclip doesnt clamp onto phone nearly securely past dont know maybe trying make easier remove phone holster comes easily way easily no surprise read complaints peoples phones falling holsters potential problem sure,1
second otter box used first motorola droid razr maxx four years without issues otter box made several nice improvements iteration wellengineered product use case recreational cycling activities guard phone damage road accidents ie crashes falls easy insert remove s8 case features dedicated insertremove tabs minimizes finger strain much appreciated given use case recreation insertremove phone several times week flexible rubber outer guard keeps dirt grime liquids providing responsive access s8 buttons strangely enough case provides pretty good access edges well finally feature closes deal noncontact protective screen cover minor note appreciate nondestructive packaging packagingbox nice option storing case not use,1
used otterbox past always think cases offer great protection however two things led pursue product return 1 port covers know wireless charging great feature s8 nothing android auto requires plug phone cars usb port charging port cover quickly became hindrance everytime stepped car probably could cut port id worry durability silicone piece 2 durability otterbox cases past every single one silicone cover stretch inevitable occurance matter happen neither two things bother great case otherwise,1
got galaxy s8 also purchased defender case otterbox alphaglass screen protector within days thick glass cover popped open case case two piece unit snaps together due thick material glass also made almost impossible touch activate things edges screen top bottom sides returned alpha glass worried screen unprotected ob case old htc one smartphone near bulletproof hopeful defender protect galaxy s8 like top bottom case raised keeps s8 screen making contact flat surface table example like s8 cases right sides leaves screen exposed contact phone hit edge table praying ob come plastic overlay adhere s8 screen protection like belt clip holder phone fit distinct snap take effort pull phone holder confident hold phone tightly belt phone snapped holder screen facing purely lack useable screen protector rating case 3,1
buying otterbox defenders since first came get new phone yearly year case go tried others expensive lifeproof lot cheaper well nothing compares otterbox issue outside layer rubber stretch first thought would take phone case sometimes put back last phone s7 edge never took 6 months rubber becomes really loose corners dont stay tight hard plastic inside layer back becomes loose large gap outside rubber layer inside plastic layer especially around camera lets dirt everything inside doesnt hurt phone looks bad gets bad enough rubber layer peels phone pull phone pocket otterbox dime around 7 ship replacement rubber layer takes 46 weeks nice hassle takes month issue since first cases every case 6 years even issue still buy would recommend continue using,1
great protection phone great protection phone great protection phone great protection phone,1
great protective cover phone easy install compact looks great provides protection dropping phone,1
love color variety well protection product give phone,1
slim protective case glad workers chose otterbox,1
prior experience otterbox knew would provide best protection,1
solid rubber protector encases phone gives ultimate protection,1
good protection despite case lacking front protection screen,1
despite not front protection screen still good protection,1
otterbox great safety protection phone,1
providing great protection somewhat bulky awkward use belt,1
case slim still provides great protection,1
excellent protection s8not bulky convenient,1
great protection new phone easy put phone quick clip great,1
fits great provides great protection every part phone except screen,1
using otterbox defender series phones many years feel case offers good protection phone,1
love protection case provides phone,1
otterbox defender always great job protection,1
case best protection phone dropped,1
fits like glove great phone protector fits like belong one best phone protector ever owed,1
otter box ultimate phone protection,1
used otterbox defender series cases eveery phone owned years hold great everyday wear even protect serious stuff like drops buy confidence dont replace pretty new smartphone first time drop,1
using two weeks new s8 works pretty well pros fits well scratch resistant extra screen protection top bottom edges protruding screen cons rubber bottom edge started come away plastic cover dust cover battery chartering port,1
love easy put samsung s8 well provides protection impact damage cover smooth classy yet functional believe product much purchased one gift girlfriend note not first otter box last one,1
used think otterbox defender series heavy thick size one total opposite get great protection slim lightweight design happy decided purchase,1
second one reason bought one change phone drop phone time never problems,1
phone case usual protection im not_sure missing film appreciate fact not issues condensation phone hasnt experienced lot trauma know thing really works love color,1
highly pleased phone case purchased son galaxy s8 phones otter box case galaxy s6 recently handed younger son con screenless unlike old one struggle find right tempered glass,1
new samsung galaxy s8 looked great slippery knew would end broken floor comparing lot cases came across otterbox defender best buy looked great rubber material really good grip back edges highly recommend case,1
case protects galaxy s8 extremely well fits well hand not slick dont feel like going slip grip added glass screen protector since not come one due curved screen far good,1
case solid sturdy not bulky provides good protection clip works great easy oneasy holds phone securely,1
defender s5 25 years never damge many many drops purchase easy decision design s8 slim easy handle not bulky great,1
bought case replacement s8 first replaced dropped different three part case screen bad mess spiderwebs afterwards thing ever drop course phone time otterbox already potentially saved replacement s8 multiple occasions,1
says otterbox comfortable not add much thickness slim phone nervous would thick taking away phone design not,1
great little phone cover thing problem screen seems little side otter box wonder well would protect get dropped hoping not find,1
always buy otterbox defender get new phone like holster feature attached belt rubbery case phone sits provides protection need otterbox stands behinds products guarantee damage,1
excellent protection phone cover cant go wrong purchasing otterbox may little pricey worth weve purchased less expensive covers dont_last nor protect well,1
bought case wife got galaxy s8 loves case feels protects phone well said s8 fits hand better otterbox case also likes color,1
case sturdy helps protect phone dropped main issue easily fall belt clip lost phone vacation came belt clip pay 250 deductible get new phone clip love case,1
great case great protection not bulky love otter box also love color selections,1
otterbox never disappointed durable product protects device falls dropping tested claim many times number phones including new galaxy s8 cant go wrong brand,1
good protection provided perimeter back phone screen protector still needed though soft sided cover provides shock absorption impacts charging accessory ports protected well,1
phone case provides good protection galaxy s8 however bulky considering size phone im not_sure could less bulky still provide protection,1
great case optimum protection protection best,1
get good protection phone falls good value product protects electronics,1
love item good protection easy hold onto,1
case really good light weight offers lot protection would nice still offered case built screen protector,1
bought cracking screen s8 offers great protection used without belt clip,1
great protection feels good handnot slippery pretty good selection colors,1
protection otter box gives phone top line galaxy samsung s8 curved edge cover seems like protect phone well problem case not allow wireless charging work phone unless remove outer flexible case cover,1
provides good protection samsung s8 useful way guy carry phone however requires extremely careful installation used alpha glass screen protector alpha glass must exactly centered applied case must snapped together gently get alpha glass lift,1
great protection phone 6 never disappointed,1
not really sure buy case purchase love like protection cover audio jack connector easy open brought otter box defender case,1
good protection phone nice color easy put,1
case great protection phone fits nicely hand prefer feel phone case opposed without get one,1
sleek still great protection not nearly bulky previous models great protection downside no screen cover,1
using otterbox cases protect samsung galaxy phones 6 years always provide excellent drop screen protection reason rating 4 not 5 galaxy s8 curved unboxed infinite screen not allow otterbox provide normal plastic screen protector casing,1
great resistance really job keeps phone really safe falls,1
fits excellent provides good protection impressed,1
used otterbox cases every phone purchase last several phones bought excellent protection never problem continue use every new phone,1
otterbox provides good protection glad not silly plastic screen s6 protecting phone notice spots already case less month long phone protected great,1
ended defender trying commuter series case little thicker felt worth get best protection case new s8 phone love color good see selection colors black,1
cover great protects super well two layersthe hard part case rubber part,1
otterbox defender hard shell foam shell phone surrounded rubber cover cover nicely snugs edges screen thickness top bottom edge allows phone put screen scratch screen top bottom thickness keeps screen flat surface,1
started commuter option didnt provide best protection sides curved screen seemed like screen stuck beyond case switched defender provides better side protection also like non slip rubberized back sides negative getting case difficult due 3 piece unit opposed commuter single piece easily removed,1
seen several phone cases last years one otter box protect phone damage nothing compares fee like drop nothing happen one 5 years phone excellent condish,1
owned 3 past previous phones one almost hardy past no longer include plastic cover front protect screen get another product rest phones protection used otterbox rugged not nearly thick earlier models yet seems provide protection extremely happy product appreciate best buys price matching policy,1
great case protection not bulky fits nicely back pocket ridge back sticks little bothersome slick smooth doesnt textured back grip texture prefer besides great case really looks nice s8 fabulous color,1
im big believer otterbox defender cases used years nothing_wrong case im picky screen sensitivity adding screen protectors makes galaxy s8 almost unusable give time big guns screen protection get resolved,1
otterbox go cases sturdy provide right protection defender series reliable work environment alot dust like construction sight disappointed find built screen protector not longer available series thats really reason not giving 5 stars,1
bought case buying galaxy s8 case three layers phone appears well protected top bottom case slightly raised help protect curved screen phone case fits comfortably hand blue color sharp,1
always bought otterbox protect phones sturdy protects well never let work ems put phone abuse gripe defender series s8 no longer built screen protector otterbox screen protector additional 49,1
bought case samsung galaxy s8 first tried generic holster verizon sells didnt like fact phone slide sideways seatbelt kept pushing phone holster returned generic holster bought otterbox otterbox cases electronics never disappointed best protection pretty amazing somewhat fragile phone,1
always trusted otterbox no exception dont miss screen protector since always applied hardened glass shield anyway flat protector always included likely wouldnt work curved screen no loss case provides arguably one not best protection available belt holster snaps securely case no complaints,1
little misery installing phone samsung s8 figuring feels like 1 solid piece one 2ft drop since installed no worries seamless operation,1
bought case sale 50 bargain case protects s8 well havent issue others belt holster phone holster properly holds really well construction job case fits perfectly also dropped phone case no damage either case phone another spare since sale,1
case protects pretty well phone survived drops undamaged used come built screen protectorsbut not anymore trying match good screen protector fully covered pain butt curved edges would 5 stars screen protector still wise overpriced rubber corners,1
galaxy series become challenge protect glass curved front shrunkwn bezels tried many style cases feel secure good old otterbox daughters s8 rough s5 plastic huge screen biggest challenge no case truly protect least know best,1
looking maintain integrity weight thickness galaxy s8 keep looking built protection hardy bulky bought excellent reputation sturdy not want break phone feels nice hand nonslip like color guess matter opinion end wanted sturdy protection,1
looking case clip carrier s8 able find case great back protection wraps around side glass doesnt offer protection front also little large interferes zagg glass protector hard shell version provide good grip phone seems sturdy otherwise wish wasnt bulky,1
wish bought product staff would known packaging return first one came belt clip would never use told package contained cover glass not belt clip returned version got one case love otter box used last 4 phones,1
used otterbox devices years continue satisfied protection grip give,0
otter box always great protection still havent failed,0
love protection provides phone,0
offers great protection phone,0
used otterbox years samsung galaxy phoneslove excellent protectionrnunbelieveable know otterbox usually pretty good course new s8 none cases come screen protection s8 thats important part shelling another 45,0
problem wish u could use screen protector feel screen could get cracked theres no protection,0
call screenless protection im not_much fan,0
great case actual protection,0
good protection phone no problems yet,0
excellent protection,0
great protection looks good,0
case slim still provides great protection,0
phone case provides good protection galaxy s8rn however bulky considering size phone im not_sure could less bulky still provide protectionrnthis case good full body full protection casernthis case gives much protection still looking really nice phonernthis case gives best protection drops withut super bulkyrncase doesnt come front protection since phone shaped different therefore phone screen left openrni dropped phone several times already protection superbe rni love color variety well protection product give phonern excellent protectionrnthe case really good light weight offers lot protectionrnaverage protectionrn no face protection allrnlike protection provides,0
otterbox provides good protection glad not silly plastic screen s6rn best case get protection opinionrndoesnt provide much protection around screen arearnnew design no longer glass shield protectionrngreat protection phonern provides good protectionrnprovides essential protection s8 protruding glass screenrni dropped phone getting vehicle case proven one best protectionrn worth every penny phone protectionrngood protection easy put onrn great protection t quality su petrndisappointment no protection screenrn opinion seem like protects back sides no screen protectionrngreat protection phonerndo not like screenless part no protectionrn miss glass protection cover using couple weeksrn always provide excellent drop screen protectionrn durable provide protection required phonernhigh quality great protectionrngreat case optimum protectionrn protection bestrnhave used otter case last phone otter box defender seems offer better protection galaxy s8rnyou get good protection phone fallsrni used otterbox cases last phones always recommend others want great protection,0
gives phone great protection,0
protection,0
give time big guns screen protection get resolved,0
sturdy provide right protection,0
otterbox defender always great job protection,0
loved color protection,0
never problem kind superior protection,0
great protection phone,0
good protection doesnt built screen protection,0
little thicker felt worth get best protection case new s8 phone,0
provides good protection maximum screen visibility,0
gives good piece mind premium protection,0
used otterbox cases several phones satisfied protection provide,0
solid rubber protector encases phone gives ultimate protection,0
dont like case no protection glass,0
would highly recommend otter box case protection samsung s8 phonern add weight phone feels like good thing feels like protectionrnit certainly provides good protection havent seriously dropped phone yet feel comfortable throwing onto soft surfaces,0
great protection new phone easy put phone quick clip great,0
got case wanted good drop protection slim design,0
great cover dont like no glass protection like galaxy s7,0
great case work keeps dust protection,0
really good protection,0
not_sure drop protection im not going drop phone hopes doesnt crack purpose hefty case think good,0
particular iteration not quite par compared level protection offered past,0
allinall otterbox decent not perfect job compromise solution still offers best protection available s8,0
curve screens edges make usual otterbox screen cover less useless isnt big issue fact still paying price less protection,0
great protection feels good handrnthis nice case good protection not bulkyrnhaving prior experience otterbox knew would provide best protection,0
glad like extra protection smartphone fully encased,0
love easy put samsung s8 well provides protection impact damage,0
offers good protection,0
good protection,0
good protection phonern thing didnt like no screen protectionrnive used otterbox past always think cases offer great protection,0
no screen protection,0
case best protection phone dropped,0
good protection provided perimeter back phone,0
good protection easy hold onto,0
know s8 water resistant think would comfortable add totally encased protection going places like beach pool phone,0
overall pretty disappointing switching ghostek nautical case s8 hops full protection,0
top bottom edges built little dont see offering whole lot drop protection face unless phone drops perfectly level,0
overall would say good option case offer protection cheaper fashion case would durable options lifeproof,0
top bottom edges built little dont see offering whole lot drop protection face unless phone drops perfectly level,0
overall would say good option case offer protection cheaper fashion case would durable options lifeproof,0
best protection samsung plusrn always gotten otterbox defender overall protection offeredrn still good protection nice comes belt cliprn protection greatrnthis case gives phones protection need keep new safern also comes nice belt clip extra protectionrni love otterbox case seems durable last case otterbox piece kept breaking provides great protection phone giving full access wraparound screen,0
good cover fits well material great protection easy grip,0
otter gives secure protection phone,0
1 didnt come screen protection,0
great protection new phone,0
phone case usual protectionrnthis case offers great drop protection looks greatrni love protection case provides phonern superior protection guaranteedrn go great phone protectionrngreat case not bulky provides great protection curved screen,0
otterbox provides great protection s8,0
good phone protection good price,0
perfect case protection 360 slim fit trust phones otterboxrnexcellent protection however no accept s8 cord adapterrn looks like good impact protection flat surfacern offers great protectionrn ridge whole way around phone protectionrngreat protection back phone however no screen protection front phone dropped accident screen glass break friend happened makes part unsatisfactory,0
